Year,BEAT,Crime Group,Crime Category,crime_counts
2011,Q3,Property Crime,Motor Vehicle Theft,74
2011,R1,Person Crime,Aggravated Assault,60
2011,R1,Person Crime,Rape,5
2011,R1,Person Crime,Robbery,45
2011,R1,Property Crime,Arson,4
2011,R1,Property Crime,Burglary,186
2011,R1,Property Crime,Larceny-Theft,446
2011,R1,Property Crime,Motor Vehicle Theft,146
2011,R2,Person Crime,Aggravated Assault,47
2011,R2,Person Crime,Homicide,1
2011,R2,Person Crime,Rape,5
2011,R2,Person Crime,Robbery,47
2011,R2,Property Crime,Arson,4
2011,R2,Property Crime,Burglary,148
2011,R2,Property Crime,Larceny-Theft,433
2011,R2,Property Crime,Motor Vehicle Theft,109
2011,R3,Person Crime,Aggravated Assault,40
2011,R3,Person Crime,Rape,2
2011,R3,Person Crime,Robbery,45
2011,R3,Property Crime,Arson,1
2011,R3,Property Crime,Burglary,273
2011,R3,Property Crime,Larceny-Theft,459
2011,R3,Property Crime,Motor Vehicle Theft,134
2011,S1,Person Crime,Aggravated Assault,61
2011,S1,Person Crime,Homicide,2
2011,S1,Person Crime,Robbery,71
2011,S1,Property Crime,Arson,5
2011,S1,Property Crime,Burglary,217
2011,S1,Property Crime,Larceny-Theft,227
2011,S1,Property Crime,Motor Vehicle Theft,103
2011,S2,Person Crime,Aggravated Assault,80
2011,S2,Person Crime,Homicide,1
2011,S2,Person Crime,Rape,1
2011,S2,Person Crime,Robbery,61
2011,S2,Property Crime,Arson,1
2011,S2,Property Crime,Burglary,182
2011,S2,Property Crime,Larceny-Theft,183
2011,S2,Property Crime,Motor Vehicle Theft,120
2011,S3,Person Crime,Aggravated Assault,59
2011,S3,Person Crime,Homicide,1
2011,S3,Person Crime,Rape,2
2011,S3,Person Crime,Robbery,43
2011,S3,Property Crime,Burglary,278
2011,S3,Property Crime,Larceny-Theft,270
2011,S3,Property Crime,Motor Vehicle Theft,88
2011,U1,Person Crime,Aggravated Assault,43
2011,U1,Person Crime,Rape,2
2011,U1,Person Crime,Robbery,41
2011,U1,Property Crime,Arson,4
2011,U1,Property Crime,Burglary,285
2011,U1,Property Crime,Larceny-Theft,747
2011,U1,Property Crime,Motor Vehicle Theft,132
2011,U2,Person Crime,Aggravated Assault,40
2011,U2,Person Crime,Robbery,49
2011,U2,Property Crime,Arson,2
2011,U2,Property Crime,Burglary,110
2011,U2,Property Crime,Larceny-Theft,628
2011,U2,Property Crime,Motor Vehicle Theft,62
2011,U3,Person Crime,Aggravated Assault,19
2011,U3,Person Crime,Rape,2
2011,U3,Person Crime,Robbery,13
2011,U3,Property Crime,Burglary,268
2011,U3,Property Crime,Larceny-Theft,554
2011,U3,Property Crime,Motor Vehicle Theft,53
2011,W1,Person Crime,Aggravated Assault,23
2011,W1,Person Crime,Homicide,1
2011,W1,Person Crime,Rape,1
2011,W1,Person Crime,Robbery,14
2011,W1,Property Crime,Arson,3
2011,W1,Property Crime,Burglary,120
2011,W1,Property Crime,Larceny-Theft,350
2011,W1,Property Crime,Motor Vehicle Theft,77
2011,W2,Person Crime,Aggravated Assault,28
2011,W2,Person Crime,Rape,4
2011,W2,Person Crime,Robbery,12
2011,W2,Property Crime,Arson,3
2011,W2,Property Crime,Burglary,151
2011,W2,Property Crime,Larceny-Theft,386
2011,W2,Property Crime,Motor Vehicle Theft,81
2011,W3,Person Crime,Aggravated Assault,17
2011,W3,Person Crime,Homicide,1
2011,W3,Person Crime,Robbery,14
2011,W3,Property Crime,Arson,1
2011,W3,Property Crime,Burglary,212
2011,W3,Property Crime,Larceny-Theft,316
2011,W3,Property Crime,Motor Vehicle Theft,93
2012,B1,Person Crime,Aggravated Assault,30
2012,B1,Person Crime,Rape,2
2012,B1,Person Crime,Robbery,12
2012,B1,Property Crime,Burglary,85
2012,B1,Property Crime,Larceny-Theft,416
2012,B1,Property Crime,Motor Vehicle Theft,62
2012,B2,Person Crime,Aggravated Assault,38
2012,B2,Person Crime,Rape,1
2012,B2,Person Crime,Robbery,18
2012,B2,Property Crime,Burglary,144
2012,B2,Property Crime,Larceny-Theft,668
2012,B2,Property Crime,Motor Vehicle Theft,162
2012,B3,Person Crime,Aggravated Assault,30
2012,B3,Person Crime,Homicide,1
2012,B3,Person Crime,Rape,6
2012,B3,Person Crime,Robbery,9
2012,B3,Property Crime,Arson,1
2012,B3,Property Crime,Burglary,234
2012,B3,Property Crime,Larceny-Theft,538
2012,B3,Property Crime,Motor Vehicle Theft,149
2012,C1,Person Crime,Aggravated Assault,12
2012,C1,Person Crime,Rape,1
2012,C1,Person Crime,Robbery,20
2012,C1,Property Crime,Arson,1
2012,C1,Property Crime,Burglary,133
2012,C1,Property Crime,Larceny-Theft,378
2012,C1,Property Crime,Motor Vehicle Theft,86
2012,C2,Person Crime,Aggravated Assault,12
2012,C2,Person Crime,Rape,2
2012,C2,Person Crime,Robbery,11
2012,C2,Property Crime,Burglary,129
2012,C2,Property Crime,Larceny-Theft,213
2012,C2,Property Crime,Motor Vehicle Theft,49
2012,C3,Person Crime,Aggravated Assault,15
2012,C3,Person Crime,Rape,2
2012,C3,Person Crime,Robbery,35
2012,C3,Property Crime,Arson,1
2012,C3,Property Crime,Burglary,140
2012,C3,Property Crime,Larceny-Theft,281
2012,C3,Property Crime,Motor Vehicle Theft,44
2012,D1,Person Crime,Aggravated Assault,74
2012,D1,Person Crime,Homicide,1
2012,D1,Person Crime,Rape,5
2012,D1,Person Crime,Robbery,45
2012,D1,Property Crime,Arson,1
2012,D1,Property Crime,Burglary,77
2012,D1,Property Crime,Larceny-Theft,489
2012,D1,Property Crime,Motor Vehicle Theft,34
2012,D2,Person Crime,Aggravated Assault,28
2012,D2,Person Crime,Rape,6
2012,D2,Person Crime,Robbery,23
2012,D2,Property Crime,Burglary,127
2012,D2,Property Crime,Larceny-Theft,504
2012,D2,Property Crime,Motor Vehicle Theft,73
2012,D3,Person Crime,Aggravated Assault,63
2012,D3,Person Crime,Rape,3
2012,D3,Person Crime,Robbery,34
2012,D3,Property Crime,Burglary,135
2012,D3,Property Crime,Larceny-Theft,631
2012,D3,Property Crime,Motor Vehicle Theft,90
2012,E1,Person Crime,Aggravated Assault,47
2012,E1,Person Crime,Homicide,1
2012,E1,Person Crime,Rape,2
2012,E1,Person Crime,Robbery,24
2012,E1,Property Crime,Arson,1
2012,E1,Property Crime,Burglary,193
2012,E1,Property Crime,Larceny-Theft,333
2012,E1,Property Crime,Motor Vehicle Theft,99
2012,E2,Person Crime,Aggravated Assault,54
2012,E2,Person Crime,Homicide,1
2012,E2,Person Crime,Rape,2
2012,E2,Person Crime,Robbery,40
2012,E2,Property Crime,Burglary,98
2012,E2,Property Crime,Larceny-Theft,830
2012,E2,Property Crime,Motor Vehicle Theft,57
2012,E3,Person Crime,Aggravated Assault,55
2012,E3,Person Crime,Homicide,1
2012,E3,Person Crime,Rape,7
2012,E3,Person Crime,Robbery,37
2012,E3,Property Crime,Burglary,165
2012,E3,Property Crime,Larceny-Theft,609
2012,E3,Property Crime,Motor Vehicle Theft,78
2012,F1,Person Crime,Aggravated Assault,40
2012,F1,Person Crime,Rape,2
2012,F1,Person Crime,Robbery,15
2012,F1,Property Crime,Arson,3
2012,F1,Property Crime,Burglary,126
2012,F1,Property Crime,Larceny-Theft,290
2012,F1,Property Crime,Motor Vehicle Theft,75
2012,F2,Person Crime,Aggravated Assault,43
2012,F2,Person Crime,Rape,2
2012,F2,Person Crime,Robbery,21
2012,F2,Property Crime,Arson,3
2012,F2,Property Crime,Burglary,109
2012,F2,Property Crime,Larceny-Theft,341
2012,F2,Property Crime,Motor Vehicle Theft,94
2012,F3,Person Crime,Aggravated Assault,60
2012,F3,Person Crime,Rape,4
2012,F3,Person Crime,Robbery,17
2012,F3,Property Crime,Arson,2
2012,F3,Property Crime,Burglary,130
2012,F3,Property Crime,Larceny-Theft,283
2012,F3,Property Crime,Motor Vehicle Theft,80
2012,G1,Person Crime,Aggravated Assault,41
2012,G1,Person Crime,Rape,1
2012,G1,Person Crime,Robbery,24
2012,G1,Property Crime,Burglary,38
2012,G1,Property Crime,Larceny-Theft,203
2012,G1,Property Crime,Motor Vehicle Theft,31
2012,G2,Person Crime,Aggravated Assault,59
2012,G2,Person Crime,Homicide,1
2012,G2,Person Crime,Rape,3
2012,G2,Person Crime,Robbery,43
2012,G2,Property Crime,Arson,2
2012,G2,Property Crime,Burglary,101
2012,G2,Property Crime,Larceny-Theft,263
2012,G2,Property Crime,Motor Vehicle Theft,57
2012,G3,Person Crime,Aggravated Assault,28
2012,G3,Person Crime,Rape,1
2012,G3,Person Crime,Robbery,12
2012,G3,Property Crime,Arson,2
2012,G3,Property Crime,Burglary,88
2012,G3,Property Crime,Larceny-Theft,208
2012,G3,Property Crime,Motor Vehicle Theft,42
2012,J1,Person Crime,Aggravated Assault,27
2012,J1,Person Crime,Rape,5
2012,J1,Person Crime,Robbery,22
2012,J1,Property Crime,Arson,6
2012,J1,Property Crime,Burglary,140
2012,J1,Property Crime,Larceny-Theft,389
2012,J1,Property Crime,Motor Vehicle Theft,87
2012,J2,Person Crime,Aggravated Assault,16
2012,J2,Person Crime,Rape,3
2012,J2,Person Crime,Robbery,11
2012,J2,Property Crime,Burglary,141
2012,J2,Property Crime,Larceny-Theft,374
2012,J2,Property Crime,Motor Vehicle Theft,107
2012,J3,Person Crime,Aggravated Assault,21
2012,J3,Person Crime,Rape,2
2012,J3,Person Crime,Robbery,13
2012,J3,Property Crime,Burglary,105
2012,J3,Property Crime,Larceny-Theft,397
2012,J3,Property Crime,Motor Vehicle Theft,103
2012,K1,Person Crime,Aggravated Assault,23
2012,K1,Person Crime,Rape,7
2012,K1,Person Crime,Robbery,37
2012,K1,Property Crime,Burglary,51
2012,K1,Property Crime,Larceny-Theft,681
2012,K1,Property Crime,Motor Vehicle Theft,27
2012,K2,Person Crime,Aggravated Assault,69
2012,K2,Person Crime,Homicide,1
2012,K2,Person Crime,Rape,6
2012,K2,Person Crime,Robbery,44
2012,K2,Property Crime,Burglary,33
2012,K2,Property Crime,Larceny-Theft,471
2012,K2,Property Crime,Motor Vehicle Theft,30
2012,K3,Person Crime,Aggravated Assault,82
2012,K3,Person Crime,Rape,1
2012,K3,Person Crime,Robbery,100
2012,K3,Property Crime,Arson,1
2012,K3,Property Crime,Burglary,107
2012,K3,Property Crime,Larceny-Theft,1013
2012,K3,Property Crime,Motor Vehicle Theft,71
2012,L1,Person Crime,Aggravated Assault,43
2012,L1,Person Crime,Homicide,1
2012,L1,Person Crime,Rape,6
2012,L1,Person Crime,Robbery,19
2012,L1,Property Crime,Arson,1
2012,L1,Property Crime,Burglary,149
2012,L1,Property Crime,Larceny-Theft,356
2012,L1,Property Crime,Motor Vehicle Theft,62
2012,L2,Person Crime,Aggravated Assault,27
2012,L2,Person Crime,Rape,2
2012,L2,Person Crime,Robbery,25
2012,L2,Property Crime,Arson,5
2012,L2,Property Crime,Burglary,175
2012,L2,Property Crime,Larceny-Theft,744
2012,L2,Property Crime,Motor Vehicle Theft,129
2012,L3,Person Crime,Aggravated Assault,33
2012,L3,Person Crime,Rape,3
2012,L3,Person Crime,Robbery,16
2012,L3,Property Crime,Arson,2
2012,L3,Property Crime,Burglary,190
2012,L3,Property Crime,Larceny-Theft,453
2012,L3,Property Crime,Motor Vehicle Theft,48
2012,M1,Person Crime,Aggravated Assault,39
2012,M1,Person Crime,Rape,4
2012,M1,Person Crime,Robbery,55
2012,M1,Property Crime,Arson,2
2012,M1,Property Crime,Burglary,60
2012,M1,Property Crime,Larceny-Theft,712
2012,M1,Property Crime,Motor Vehicle Theft,33
2012,M2,Person Crime,Aggravated Assault,48
2012,M2,Person Crime,Rape,2
2012,M2,Person Crime,Robbery,48
2012,M2,Property Crime,Burglary,55
2012,M2,Property Crime,Larceny-Theft,921
2012,M2,Property Crime,Motor Vehicle Theft,24
2012,M3,Person Crime,Aggravated Assault,41
2012,M3,Person Crime,Robbery,81
2012,M3,Property Crime,Burglary,35
2012,M3,Property Crime,Larceny-Theft,730
2012,M3,Property Crime,Motor Vehicle Theft,8
2012,N1,Person Crime,Aggravated Assault,29
2012,N1,Person Crime,Rape,2
2012,N1,Person Crime,Robbery,12
2012,N1,Property Crime,Burglary,177
2012,N1,Property Crime,Larceny-Theft,338
2012,N1,Property Crime,Motor Vehicle Theft,82
2012,N2,Person Crime,Aggravated Assault,49
2012,N2,Person Crime,Homicide,1
2012,N2,Person Crime,Rape,4
2012,N2,Person Crime,Robbery,33
2012,N2,Property Crime,Burglary,131
2012,N2,Property Crime,Larceny-Theft,438
2012,N2,Property Crime,Motor Vehicle Theft,52
2012,N3,Person Crime,Aggravated Assault,41
2012,N3,Person Crime,Rape,8
2012,N3,Person Crime,Robbery,18
2012,N3,Property Crime,Arson,2
2012,N3,Property Crime,Burglary,143
2012,N3,Property Crime,Larceny-Theft,281
2012,N3,Property Crime,Motor Vehicle Theft,59
2012,O1,Person Crime,Aggravated Assault,23
2012,O1,Person Crime,Homicide,2
2012,O1,Person Crime,Rape,1
2012,O1,Person Crime,Robbery,16
2012,O1,Property Crime,Arson,1
2012,O1,Property Crime,Burglary,34
2012,O1,Property Crime,Larceny-Theft,277
2012,O1,Property Crime,Motor Vehicle Theft,27
2012,O2,Person Crime,Aggravated Assault,17
2012,O2,Person Crime,Rape,2
2012,O2,Person Crime,Robbery,5
2012,O2,Property Crime,Arson,1
2012,O2,Property Crime,Burglary,83
2012,O2,Property Crime,Larceny-Theft,150
2012,O2,Property Crime,Motor Vehicle Theft,27
2012,O3,Person Crime,Aggravated Assault,22
2012,O3,Person Crime,Homicide,1
2012,O3,Person Crime,Robbery,9
2012,O3,Property Crime,Arson,4
2012,O3,Property Crime,Burglary,85
2012,O3,Property Crime,Larceny-Theft,187
2012,O3,Property Crime,Motor Vehicle Theft,38
2012,Q1,Person Crime,Aggravated Assault,20
2012,Q1,Person Crime,Homicide,1
2012,Q1,Person Crime,Robbery,6
2012,Q1,Property Crime,Arson,3
2012,Q1,Property Crime,Burglary,133
2012,Q1,Property Crime,Larceny-Theft,359
2012,Q1,Property Crime,Motor Vehicle Theft,50
2012,Q2,Person Crime,Aggravated Assault,26
2012,Q2,Person Crime,Rape,3
2012,Q2,Person Crime,Robbery,14
2012,Q2,Property Crime,Arson,1
2012,Q2,Property Crime,Burglary,162
2012,Q2,Property Crime,Larceny-Theft,458
2012,Q2,Property Crime,Motor Vehicle Theft,130
2012,Q3,Person Crime,Aggravated Assault,35
2012,Q3,Person Crime,Rape,5
2012,Q3,Person Crime,Robbery,24
2012,Q3,Property Crime,Arson,1
2012,Q3,Property Crime,Burglary,128
2012,Q3,Property Crime,Larceny-Theft,732
2012,Q3,Property Crime,Motor Vehicle Theft,74
2012,R1,Person Crime,Aggravated Assault,64
2012,R1,Person Crime,Rape,2
2012,R1,Person Crime,Robbery,54
2012,R1,Property Crime,Burglary,162
2012,R1,Property Crime,Larceny-Theft,354
2012,R1,Property Crime,Motor Vehicle Theft,117
2012,R2,Person Crime,Aggravated Assault,55
2012,R2,Person Crime,Robbery,36
2012,R2,Property Crime,Arson,3
2012,R2,Property Crime,Burglary,163
2012,R2,Property Crime,Larceny-Theft,523
2012,R2,Property Crime,Motor Vehicle Theft,82
2012,R3,Person Crime,Aggravated Assault,37
2012,R3,Person Crime,Homicide,1
2012,R3,Person Crime,Rape,5
2012,R3,Person Crime,Robbery,56
2012,R3,Property Crime,Arson,4
2012,R3,Property Crime,Burglary,210
2012,R3,Property Crime,Larceny-Theft,476
2012,R3,Property Crime,Motor Vehicle Theft,85
2012,S1,Person Crime,Aggravated Assault,60
2012,S1,Person Crime,Rape,3
2012,S1,Person Crime,Robbery,62
2012,S1,Property Crime,Arson,5
2012,S1,Property Crime,Burglary,170
2012,S1,Property Crime,Larceny-Theft,297
2012,S1,Property Crime,Motor Vehicle Theft,76
2012,S2,Person Crime,Aggravated Assault,73
2012,S2,Person Crime,Homicide,1
2012,S2,Person Crime,Rape,6
2012,S2,Person Crime,Robbery,66
2012,S2,Property Crime,Arson,5
2012,S2,Property Crime,Burglary,147
2012,S2,Property Crime,Larceny-Theft,239
2012,S2,Property Crime,Motor Vehicle Theft,78
2012,S3,Person Crime,Aggravated Assault,59
2012,S3,Person Crime,Homicide,4
2012,S3,Person Crime,Rape,1
2012,S3,Person Crime,Robbery,45
2012,S3,Property Crime,Arson,1
2012,S3,Property Crime,Burglary,235
2012,S3,Property Crime,Larceny-Theft,368
2012,S3,Property Crime,Motor Vehicle Theft,77
2012,U1,Person Crime,Aggravated Assault,46
2012,U1,Person Crime,Homicide,3
2012,U1,Person Crime,Rape,9
2012,U1,Person Crime,Robbery,30
2012,U1,Property Crime,Burglary,327
2012,U1,Property Crime,Larceny-Theft,687
2012,U1,Property Crime,Motor Vehicle Theft,165
2012,U2,Person Crime,Aggravated Assault,44
2012,U2,Person Crime,Rape,8
2012,U2,Person Crime,Robbery,40
2012,U2,Property Crime,Arson,4
2012,U2,Property Crime,Burglary,139
2012,U2,Property Crime,Larceny-Theft,526
2012,U2,Property Crime,Motor Vehicle Theft,61
2012,U3,Person Crime,Aggravated Assault,20
2012,U3,Person Crime,Rape,1
2012,U3,Person Crime,Robbery,21
2012,U3,Property Crime,Burglary,275
2012,U3,Property Crime,Larceny-Theft,511
2012,U3,Property Crime,Motor Vehicle Theft,89
2012,W1,Person Crime,Aggravated Assault,26
2012,W1,Person Crime,Rape,3
2012,W1,Person Crime,Robbery,12
2012,W1,Property Crime,Arson,1
2012,W1,Property Crime,Burglary,115
2012,W1,Property Crime,Larceny-Theft,360
2012,W1,Property Crime,Motor Vehicle Theft,60
2012,W2,Person Crime,Aggravated Assault,31
2012,W2,Person Crime,Homicide,1
2012,W2,Person Crime,Rape,1
2012,W2,Person Crime,Robbery,21
2012,W2,Property Crime,Arson,1
2012,W2,Property Crime,Burglary,135
2012,W2,Property Crime,Larceny-Theft,422
2012,W2,Property Crime,Motor Vehicle Theft,93
2012,W3,Person Crime,Aggravated Assault,21
2012,W3,Person Crime,Homicide,1
2012,W3,Person Crime,Rape,1
2012,W3,Person Crime,Robbery,11
2012,W3,Property Crime,Arson,1
2012,W3,Property Crime,Burglary,145
2012,W3,Property Crime,Larceny-Theft,404
2012,W3,Property Crime,Motor Vehicle Theft,69
2013,B1,Person Crime,Aggravated Assault,35
2013,B1,Person Crime,Robbery,15
2013,B1,Property Crime,Arson,3
2013,B1,Property Crime,Burglary,145
2013,B1,Property Crime,Larceny-Theft,571
2013,B1,Property Crime,Motor Vehicle Theft,104
2013,B2,Person Crime,Aggravated Assault,28
2013,B2,Person Crime,Rape,1
2013,B2,Person Crime,Robbery,14
2013,B2,Property Crime,Burglary,202
2013,B2,Property Crime,Larceny-Theft,691
2013,B2,Property Crime,Motor Vehicle Theft,183
2013,B3,Person Crime,Aggravated Assault,23
2013,B3,Person Crime,Homicide,2
2013,B3,Person Crime,Rape,2
2013,B3,Person Crime,Robbery,17
2013,B3,Property Crime,Arson,1
2013,B3,Property Crime,Burglary,239
2013,B3,Property Crime,Larceny-Theft,632
2013,B3,Property Crime,Motor Vehicle Theft,169
2013,C1,Person Crime,Aggravated Assault,13
2013,C1,Person Crime,Rape,3
2013,C1,Person Crime,Robbery,27
2013,C1,Property Crime,Burglary,151
2013,C1,Property Crime,Larceny-Theft,479
2013,C1,Property Crime,Motor Vehicle Theft,89
2013,C2,Person Crime,Aggravated Assault,12
2013,C2,Person Crime,Rape,1
2013,C2,Person Crime,Robbery,13
2013,C2,Property Crime,Arson,1
2013,C2,Property Crime,Burglary,104
2013,C2,Property Crime,Larceny-Theft,340
2013,C2,Property Crime,Motor Vehicle Theft,75
2013,C3,Person Crime,Aggravated Assault,20
2013,C3,Person Crime,Rape,5
2013,C3,Person Crime,Robbery,32
2013,C3,Property Crime,Arson,4
2013,C3,Property Crime,Burglary,112
2013,C3,Property Crime,Larceny-Theft,302
2013,C3,Property Crime,Motor Vehicle Theft,37
2013,D1,Person Crime,Aggravated Assault,61
2013,D1,Person Crime,Rape,3
2013,D1,Person Crime,Robbery,42
2013,D1,Property Crime,Burglary,104
2013,D1,Property Crime,Larceny-Theft,607
2013,D1,Property Crime,Motor Vehicle Theft,49
2013,D2,Person Crime,Aggravated Assault,29
2013,D2,Person Crime,Rape,3
2013,D2,Person Crime,Robbery,23
2013,D2,Property Crime,Burglary,148
2013,D2,Property Crime,Larceny-Theft,716
2013,D2,Property Crime,Motor Vehicle Theft,81
2013,D3,Person Crime,Aggravated Assault,36
2013,D3,Person Crime,Homicide,1
2013,D3,Person Crime,Rape,2
2013,D3,Person Crime,Robbery,23
2013,D3,Property Crime,Arson,3
2013,D3,Property Crime,Burglary,207
2013,D3,Property Crime,Larceny-Theft,564
2013,D3,Property Crime,Motor Vehicle Theft,97
2013,E1,Person Crime,Aggravated Assault,39
2013,E1,Person Crime,Rape,5
2013,E1,Person Crime,Robbery,33
2013,E1,Property Crime,Arson,1
2013,E1,Property Crime,Burglary,207
2013,E1,Property Crime,Larceny-Theft,441
2013,E1,Property Crime,Motor Vehicle Theft,112
2013,E2,Person Crime,Aggravated Assault,70
2013,E2,Person Crime,Homicide,1
2013,E2,Person Crime,Rape,5
2013,E2,Person Crime,Robbery,67
2013,E2,Property Crime,Arson,2
2013,E2,Property Crime,Burglary,96
2013,E2,Property Crime,Larceny-Theft,839
2013,E2,Property Crime,Motor Vehicle Theft,64
2013,E3,Person Crime,Aggravated Assault,48
2013,E3,Person Crime,Rape,3
2013,E3,Person Crime,Robbery,37
2013,E3,Property Crime,Burglary,194
2013,E3,Property Crime,Larceny-Theft,698
2013,E3,Property Crime,Motor Vehicle Theft,94
2013,F1,Person Crime,Aggravated Assault,37
2013,F1,Person Crime,Homicide,2
2013,F1,Person Crime,Rape,2
2013,F1,Person Crime,Robbery,20
2013,F1,Property Crime,Arson,1
2013,F1,Property Crime,Burglary,131
2013,F1,Property Crime,Larceny-Theft,267
2013,F1,Property Crime,Motor Vehicle Theft,70
2013,F2,Person Crime,Aggravated Assault,40
2013,F2,Person Crime,Homicide,1
2013,F2,Person Crime,Rape,4
2013,F2,Person Crime,Robbery,33
2013,F2,Property Crime,Arson,3
2013,F2,Property Crime,Burglary,137
2013,F2,Property Crime,Larceny-Theft,441
2013,F2,Property Crime,Motor Vehicle Theft,86
2013,F3,Person Crime,Aggravated Assault,45
2013,F3,Person Crime,Rape,1
2013,F3,Person Crime,Robbery,22
2013,F3,Property Crime,Arson,4
2013,F3,Property Crime,Burglary,151
2013,F3,Property Crime,Larceny-Theft,262
2013,F3,Property Crime,Motor Vehicle Theft,84
2013,G1,Person Crime,Aggravated Assault,37
2013,G1,Person Crime,Rape,5
2013,G1,Person Crime,Robbery,28
2013,G1,Property Crime,Arson,1
2013,G1,Property Crime,Burglary,57
2013,G1,Property Crime,Larceny-Theft,239
2013,G1,Property Crime,Motor Vehicle Theft,52
2013,G2,Person Crime,Aggravated Assault,32
2013,G2,Person Crime,Homicide,1
2013,G2,Person Crime,Robbery,38
2013,G2,Property Crime,Arson,1
2013,G2,Property Crime,Burglary,113
2013,G2,Property Crime,Larceny-Theft,412
2013,G2,Property Crime,Motor Vehicle Theft,42
2013,G3,Person Crime,Aggravated Assault,31
2013,G3,Person Crime,Homicide,1
2013,G3,Person Crime,Rape,5
2013,G3,Person Crime,Robbery,27
2013,G3,Property Crime,Arson,3
2013,G3,Property Crime,Burglary,80
2013,G3,Property Crime,Larceny-Theft,258
2013,G3,Property Crime,Motor Vehicle Theft,40
2013,J1,Person Crime,Aggravated Assault,26
2013,J1,Person Crime,Rape,3
2013,J1,Person Crime,Robbery,38
2013,J1,Property Crime,Arson,3
2013,J1,Property Crime,Burglary,162
2013,J1,Property Crime,Larceny-Theft,521
2013,J1,Property Crime,Motor Vehicle Theft,84
2013,J2,Person Crime,Aggravated Assault,9
2013,J2,Person Crime,Rape,2
2013,J2,Person Crime,Robbery,7
2013,J2,Property Crime,Arson,1
2013,J2,Property Crime,Burglary,206
2013,J2,Property Crime,Larceny-Theft,424
2013,J2,Property Crime,Motor Vehicle Theft,92
2013,J3,Person Crime,Aggravated Assault,24
2013,J3,Person Crime,Rape,4
2013,J3,Person Crime,Robbery,8
2013,J3,Property Crime,Burglary,118
2013,J3,Property Crime,Larceny-Theft,474
2013,J3,Property Crime,Motor Vehicle Theft,122
2013,K1,Person Crime,Aggravated Assault,32
2013,K1,Person Crime,Rape,5
2013,K1,Person Crime,Robbery,38
2013,K1,Property Crime,Burglary,43
2013,K1,Property Crime,Larceny-Theft,622
2013,K1,Property Crime,Motor Vehicle Theft,26
2013,K2,Person Crime,Aggravated Assault,83
2013,K2,Person Crime,Homicide,3
2013,K2,Person Crime,Rape,2
2013,K2,Person Crime,Robbery,56
2013,K2,Property Crime,Arson,2
2013,K2,Property Crime,Burglary,53
2013,K2,Property Crime,Larceny-Theft,484
2013,K2,Property Crime,Motor Vehicle Theft,25
2013,K3,Person Crime,Aggravated Assault,86
2013,K3,Person Crime,Rape,5
2013,K3,Person Crime,Robbery,102
2013,K3,Property Crime,Burglary,97
2013,K3,Property Crime,Larceny-Theft,1145
2013,K3,Property Crime,Motor Vehicle Theft,70
2013,L1,Person Crime,Aggravated Assault,38
2013,L1,Person Crime,Rape,2
2013,L1,Person Crime,Robbery,35
2013,L1,Property Crime,Arson,1
2013,L1,Property Crime,Burglary,186
2013,L1,Property Crime,Larceny-Theft,426
2013,L1,Property Crime,Motor Vehicle Theft,111
2013,L2,Person Crime,Aggravated Assault,21
2013,L2,Person Crime,Rape,3
2013,L2,Person Crime,Robbery,50
2013,L2,Property Crime,Arson,3
2013,L2,Property Crime,Burglary,180
2013,L2,Property Crime,Larceny-Theft,884
2013,L2,Property Crime,Motor Vehicle Theft,197
2013,L3,Person Crime,Aggravated Assault,25
2013,L3,Person Crime,Rape,4
2013,L3,Person Crime,Robbery,13
2013,L3,Property Crime,Arson,2
2013,L3,Property Crime,Burglary,225
2013,L3,Property Crime,Larceny-Theft,415
2013,L3,Property Crime,Motor Vehicle Theft,54
2013,M1,Person Crime,Aggravated Assault,64
2013,M1,Person Crime,Rape,3
2013,M1,Person Crime,Robbery,55
2013,M1,Property Crime,Burglary,47
2013,M1,Property Crime,Larceny-Theft,1040
2013,M1,Property Crime,Motor Vehicle Theft,41
2013,M2,Person Crime,Aggravated Assault,33
2013,M2,Person Crime,Rape,6
2013,M2,Person Crime,Robbery,48
2013,M2,Property Crime,Burglary,56
2013,M2,Property Crime,Larceny-Theft,905
2013,M2,Property Crime,Motor Vehicle Theft,24
2013,M3,Person Crime,Aggravated Assault,54
2013,M3,Person Crime,Rape,3
2013,M3,Person Crime,Robbery,66
2013,M3,Property Crime,Burglary,30
2013,M3,Property Crime,Larceny-Theft,793
2013,M3,Property Crime,Motor Vehicle Theft,14
2013,N1,Person Crime,Aggravated Assault,20
2013,N1,Person Crime,Rape,4
2013,N1,Person Crime,Robbery,13
2013,N1,Property Crime,Arson,1
2013,N1,Property Crime,Burglary,165
2013,N1,Property Crime,Larceny-Theft,434
2013,N1,Property Crime,Motor Vehicle Theft,92
2013,N2,Person Crime,Aggravated Assault,42
2013,N2,Person Crime,Rape,1
2013,N2,Person Crime,Robbery,31
2013,N2,Property Crime,Arson,2
2013,N2,Property Crime,Burglary,138
2013,N2,Property Crime,Larceny-Theft,460
2013,N2,Property Crime,Motor Vehicle Theft,57
2013,N3,Person Crime,Aggravated Assault,30
2013,N3,Person Crime,Rape,7
2013,N3,Person Crime,Robbery,21
2013,N3,Property Crime,Arson,1
2013,N3,Property Crime,Burglary,136
2013,N3,Property Crime,Larceny-Theft,448
2013,N3,Property Crime,Motor Vehicle Theft,91
2013,O1,Person Crime,Aggravated Assault,21
